date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus,sales_orders,customer_count,booked_revenue,requested_units,fulfilled_units,backordered_units,fulfilled_revenue,service_level,backorder_rate
2024-02-15,Sunny,13,8,21,2,121,4,250,7787,7787,18,21,11,424858.97,141,118,23,344502.25,0.8368794326241135,0.16312056737588654
2024-02-16,Sunny,12,8,20,0,0,0,0,7719,7719,19,20,12,294971.81,93,68,25,212567.89,0.7311827956989247,0.26881720430107525
2024-02-17,Sunny,4,10,14,1,62,2,125,7752,7752,18,14,4,156618.86,45,29,16,108077.98,0.6444444444444445,0.35555555555555557
2024-02-18,Sunny,1,9,10,0,0,0,0,7736,7736,18,10,2,89302.15,21,16,5,70046.45,0.7619047619047619,0.23809523809523808
2024-02-19,Sunny,13,6,19,0,0,3,186,7616,7616,19,19,12,462343.9,151,120,31,360057.84,0.7947019867549668,0.2052980132450331
2024-02-20,Sunny,13,7,20,0,0,1,63,7514,7514,19,20,11,408045.23,132,102,30,315904.79,0.7727272727272727,0.22727272727272727
2024-02-21,Sunny,15,6,21,2,123,3,189,7538,7538,18,21,13,400562.91,123,99,24,318888.58,0.8048780487804879,0.1951219512195122
2024-02-22,Sunny,12,7,19,1,60,3,183,7515,7515,17,19,10,347382.16,105,83,22,265700.92,0.7904761904761904,0.20952380952380953
2024-02-23,Sunny,12,6,18,1,63,3,186,7470,7470,17,18,11,386282.38,121,108,13,344699.26,0.8925619834710744,0.10743801652892562
2024-02-24,Sunny,3,10,13,1,60,2,120,7504,7504,17,13,4,112787.65,29,26,3,100779.95,0.896551724137931,0.10344827586206896
2024-02-25,Sunny,1,9,10,1,60,0,0,7543,7543,16,10,2,95670.9,24,21,3,83173.9,0.875,0.125
2024-02-26,Sunny,12,7,19,0,0,1,61,7466,7466,18,19,10,303765.13,94,77,17,243370.22,0.8191489361702128,0.18085106382978725
2024-02-27,Sunny,15,7,22,2,121,0,0,7488,7488,16,22,13,439090.9,135,99,36,314147.74,0.7333333333333333,0.26666666666666666
2024-02-28,Sunny,17,7,24,1,60,2,121,7393,7393,19,24,16,577682.47,184,155,29,483779.48,0.842391304347826,0.15760869565217392
2024-02-29,Sunny,11,7,18,1,61,0,0,7392,7392,18,18,12,237257.09,78,62,16,184817.49,0.7948717948717948,0.20512820512820512
2024-03-01,Sunny,16,11,27,0,0,1,63,7260,7260,18,27,16,483942.11,158,132,26,402894.97,0.8354430379746836,0.16455696202531644
2024-03-02,Sunny,5,14,19,0,0,0,0,7208,7208,20,19,6,222012.16,63,52,11,188845.7,0.8253968253968254,0.1746031746031746
2024-03-03,Sunny,2,14,16,1,60,0,0,7249,7249,20,16,3,109849.56,27,19,8,81579.28,0.7037037037037037,0.2962962962962963
2024-03-04,Sunny,17,9,26,1,62,2,125,7186,7186,21,26,14,513075.13,167,125,42,385758.21,0.7485029940119761,0.25149700598802394
2024-03-05,Sunny,19,10,29,0,0,4,249,7019,7019,23,29,15,670910.58,220,167,53,505090.06,0.759090909090909,0.2409090909090909
2024-03-06,Sunny,16,9,25,1,60,0,0,6965,6965,25,25,15,509274.9,156,114,42,368215.53,0.7307692307692307,0.2692307692307692
2024-03-07,Sunny,18,10,28,2,125,2,122,6955,6955,24,28,14,495548.47,164,135,29,403815.16000000003,0.823170731707317,0.17682926829268292
2024-03-08,Sunny,16,12,28,0,0,3,183,6838,6838,25,28,13,524511.04,172,117,55,367965.98,0.6802325581395349,0.31976744186046513
2024-03-09,Sunny,5,13,18,1,60,0,0,6845,6845,25,18,6,208692.57,64,53,11,167856.62,0.828125,0.171875
2024-03-10,Sunny,2,12,14,0,0,0,0,6818,6818,25,14,3,116776.0,31,27,4,101547.16,0.8709677419354839,0.12903225806451613
2024-03-11,Sunny,17,8,25,0,0,4,247,6700,6700,29,25,13,394551.44,136,118,18,341693.46,0.8676470588235294,0.1323529411764706
2024-03-12,Sunny,20,9,29,0,0,3,189,6546,6546,31,29,16,624282.67,201,154,47,466223.18,0.7661691542288557,0.23383084577114427
2024-03-13,Sunny,21,9,30,0,0,3,191,6416,6416,35,30,17,604032.65,182,130,52,425416.58,0.7142857142857143,0.2857142857142857
2024-03-14,Sunny,17,9,26,1,60,2,122,6358,6358,34,26,15,513487.94,166,118,48,363916.48,0.7108433734939759,0.2891566265060241
2024-03-15,Sunny,17,10,27,0,0,2,124,6246,6246,34,27,15,515822.31,157,112,45,358480.13,0.7133757961783439,0.28662420382165604
2024-03-16,Sunny,5,12,17,1,60,1,60,6270,6270,34,17,6,192711.51,55,36,19,124242.67,0.6545454545454545,0.34545454545454546
2024-03-17,Sunny,2,11,13,1,60,0,0,6316,6316,33,13,3,78176.70999999999,21,14,7,54939.520000000004,0.6666666666666666,0.3333333333333333
2024-03-18,Sunny,19,7,26,2,124,3,181,6306,6306,32,26,16,544126.65,179,134,45,393597.74,0.7486033519553073,0.25139664804469275
2024-03-19,Sunny,23,9,32,1,60,3,190,6226,6226,33,32,17,554176.73,184,140,44,414198.86,0.7608695652173914,0.2391304347826087
2024-03-20,Sunny,18,8,26,1,60,3,187,6163,6163,37,26,15,554855.3,177,123,54,380034.19,0.6949152542372882,0.3050847457627119
2024-03-21,Sunny,18,10,28,0,0,4,250,6058,6058,39,28,17,512650.5,162,105,57,329863.61,0.6481481481481481,0.35185185185185186
2024-03-22,Sunny,17,12,29,0,0,2,121,5964,5964,41,29,14,509845.43,162,94,68,292858.69,0.5802469135802469,0.41975308641975306
2024-03-23,Sunny,5,13,18,0,0,0,0,5946,5946,42,18,6,182343.16,51,18,33,66923.28,0.35294117647058826,0.6470588235294118
2024-03-24,Sunny,2,11,13,3,183,0,0,6108,6108,40,13,3,146307.75,37,21,16,81930.95,0.5675675675675675,0.43243243243243246
2024-03-25,Sunny,19,9,28,1,60,0,0,6066,6066,41,28,17,540831.86,169,102,67,327644.12,0.6035502958579881,0.39644970414201186
2024-03-26,Sunny,25,9,34,2,126,2,120,6054,6054,42,34,14,627846.2,217,138,79,379433.65,0.6359447004608295,0.3640552995391705
2024-03-27,Sunny,19,9,28,0,0,1,60,5947,5947,44,28,17,571266.08,173,107,66,349507.34,0.6184971098265896,0.3815028901734104
2024-03-28,Sunny,20,9,29,2,123,2,125,5969,5969,44,29,13,563379.72,182,101,81,300965.67,0.554945054945055,0.44505494505494503
2024-03-29,Sunny,16,11,27,0,0,0,0,5906,5906,44,27,13,408470.87,132,63,69,183741.82,0.4772727272727273,0.5227272727272727
2024-03-30,Sunny,5,12,17,0,0,1,60,5873,5873,45,17,6,213018.84,64,33,31,108179.76,0.515625,0.484375
2024-03-31,Sunny,2,13,15,1,60,0,0,5921,5921,44,15,3,97409.94,24,12,12,46765.46,0.5,0.5
2024-04-01,Sunny,26,9,35,1,60,0,0,5856,5856,45,35,19,734304.76,226,125,101,394894.93,0.5530973451327433,0.4469026548672566
2024-04-02,Sunny,29,11,40,3,182,3,189,5886,5886,47,40,23,903483.45,279,152,127,517807.83,0.5448028673835126,0.4551971326164875
2024-04-03,Sunny,27,12,39,1,61,2,122,5831,5831,48,39,20,752862.1,243,116,127,371615.94,0.4773662551440329,0.522633744855967
2024-04-04,Sunny,25,13,38,1,60,2,123,5766,5766,53,38,19,750526.35,235,125,110,411834.18,0.5319148936170213,0.46808510638297873
2024-04-05,Sunny,23,16,39,0,0,1,62,5661,5661,54,39,16,756105.53,226,105,121,371855.44,0.4646017699115044,0.5353982300884956
2024-04-06,Sunny,8,18,26,0,0,0,0,5625,5625,55,26,8,279595.2,88,36,52,114630.37,0.4090909090909091,0.5909090909090909
2024-04-07,Sunny,2,16,18,1,61,0,0,5672,5672,56,18,3,119787.89,25,14,11,70625.81,0.56,0.44
2024-04-08,Sunny,25,11,36,4,250,2,121,5792,5792,54,36,17,824545.24,256,130,126,443448.06,0.5078125,0.4921875
2024-04-09,Sunny,27,12,39,2,121,2,129,5786,5786,55,39,17,715453.95,236,127,109,382677.27,0.538135593220339,0.461864406779661
2024-04-10,Sunny,25,13,38,4,250,2,121,5883,5883,54,38,17,776491.81,243,153,90,503626.3,0.6296296296296297,0.37037037037037035
2024-04-11,Sunny,24,13,37,0,0,0,0,5767,5767,56,37,19,737120.92,227,116,111,397544.95,0.5110132158590308,0.4889867841409692
2024-04-12,Sunny,22,15,37,2,125,4,248,5785,5785,54,37,19,674257.5,220,107,113,330166.53,0.4863636363636364,0.5136363636363637
2024-04-13,Sunny,7,17,24,0,0,1,60,5743,5743,54,24,8,356436.41000000003,98,42,56,164757.97,0.42857142857142855,0.5714285714285714
2024-04-14,Sunny,2,18,20,3,186,1,62,5906,5906,52,20,3,170792.12,45,23,22,92989.56,0.5111111111111111,0.4888888888888889
2024-04-15,Sunny,28,11,39,1,63,1,61,5824,5824,51,39,17,879266.57,277,145,132,460203.25,0.5234657039711191,0.47653429602888087
2024-04-16,Sunny,28,12,40,3,189,3,185,5889,5889,49,40,24,725264.49,231,124,107,409854.76,0.5367965367965368,0.46320346320346323
2024-04-17,Sunny,25,13,38,3,183,0,0,5931,5931,47,38,17,627192.29,204,141,63,438105.45,0.6911764705882353,0.3088235294117647
2024-04-18,Sunny,26,13,39,3,186,4,263,5976,5976,46,39,19,777413.46,246,141,105,452968.98,0.573170731707317,0.4268292682926829
2024-04-19,Sunny,24,13,37,2,120,4,248,5955,5955,47,37,17,775956.9,248,141,107,454733.24,0.5685483870967742,0.4314516129032258
2024-04-20,Sunny,7,18,25,0,0,0,0,5929,5929,47,25,8,226236.71,61,26,35,104588.76,0.4262295081967213,0.5737704918032787
2024-04-21,Sunny,2,15,17,1,61,0,0,5967,5967,46,17,3,124879.04,35,23,12,82459.14,0.6571428571428571,0.34285714285714286
2024-04-22,Sunny,26,10,36,0,0,4,249,5821,5821,49,36,20,824584.04,262,146,116,487303.88,0.5572519083969466,0.44274809160305345
2024-04-23,Sunny,28,11,39,2,121,2,124,5789,5789,48,39,18,749832.8099999999,246,153,93,479804.8,0.6219512195121951,0.3780487804878049
2024-04-24,Sunny,29,11,40,0,0,4,245,5661,5661,49,40,21,850928.9,267,128,139,414215.22,0.4794007490636704,0.5205992509363296
2024-04-25,Sunny,27,12,39,1,63,2,124,5579,5579,49,39,20,803841.51,253,145,108,470847.43,0.5731225296442688,0.4268774703557312
2024-04-26,Sunny,21,15,36,0,0,2,129,5486,5486,49,36,15,600170.74,179,93,86,331479.32,0.5195530726256983,0.48044692737430167
2024-04-27,Sunny,8,16,24,0,0,2,122,5429,5429,49,24,8,344785.47,102,57,45,194472.59,0.5588235294117647,0.4411764705882353
2024-04-28,Sunny,2,16,18,2,125,1,60,5538,5538,47,18,3,147404.41999999998,40,16,24,64467.08,0.4,0.6
2024-04-29,Sunny,23,11,34,4,249,1,60,5663,5663,44,34,20,680464.09,218,124,94,382564.91000000003,0.5688073394495413,0.43119266055045874
2024-04-30,Sunny,25,12,37,0,0,1,60,5547,5547,45,37,19,647896.78,218,116,102,349779.55,0.5321100917431193,0.46788990825688076
2024-05-01,Sunny,29,15,44,2,122,1,62,5508,5508,44,44,19,882281.44,272,161,111,516707.71,0.5919117647058824,0.40808823529411764
2024-05-02,Sunny,26,14,40,3,183,1,60,5583,5583,42,40,14,627942.38,202,108,94,334089.76,0.5346534653465347,0.46534653465346537
2024-05-03,Sunny,27,16,43,0,0,3,182,5420,5420,43,43,18,761215.65,248,163,85,486223.5,0.657258064516129,0.34274193548387094
2024-05-04,Sunny,8,20,28,0,0,1,61,5362,5362,46,28,9,403363.05,113,58,55,214608.47,0.5132743362831859,0.48672566371681414
2024-05-05,Sunny,3,18,21,4,247,1,60,5572,5572,43,21,4,178930.9,51,37,14,136198.28,0.7254901960784313,0.27450980392156865
2024-05-06,Sunny,29,12,41,4,250,2,121,5665,5665,43,41,20,824602.76,257,157,100,515830.14,0.6108949416342413,0.38910505836575876
2024-05-07,Sunny,28,12,40,3,191,3,182,5725,5725,45,40,22,814421.29,259,131,128,411228.71,0.5057915057915058,0.4942084942084942
2024-05-08,Sunny,30,14,44,2,122,4,247,5664,5664,44,44,20,732041.16,264,183,81,495466.48,0.6931818181818182,0.3068181818181818
2024-05-09,Sunny,29,14,43,2,124,3,185,5617,5617,43,43,20,791417.57,256,171,85,532654.76,0.66796875,0.33203125
2024-05-10,Sunny,23,16,39,1,60,1,61,5546,5546,43,39,18,641645.5599999999,203,131,72,413902.1,0.645320197044335,0.35467980295566504
2024-05-11,Sunny,8,22,30,0,0,0,0,5487,5487,45,30,8,345376.78,98,59,39,209289.91,0.6020408163265306,0.3979591836734694
2024-05-12,Sunny,3,20,23,3,181,0,0,5632,5632,43,23,4,216119.59,57,36,21,138771.74,0.631578947368421,0.3684210526315789
2024-05-13,Sunny,28,13,41,3,190,3,186,5648,5648,43,41,20,858529.34,283,174,109,524103.85,0.6148409893992933,0.38515901060070673
2024-05-14,Sunny,28,13,41,4,247,1,61,5749,5749,40,41,20,743780.69,237,146,91,459228.45,0.6160337552742616,0.38396624472573837
2024-05-15,Sunny,34,15,49,4,250,0,0,5797,5797,41,49,21,908464.14,288,202,86,641247.01,0.7013888888888888,0.2986111111111111
2024-05-16,Sunny,30,13,43,1,60,6,370,5710,5710,42,43,21,847033.51,265,147,118,478300.44,0.5547169811320755,0.44528301886792454
2024-05-17,Sunny,25,15,40,0,0,7,425,5590,5590,43,40,18,792956.61,245,120,125,393429.19,0.4897959183673469,0.5102040816326531
2024-05-18,Sunny,8,18,26,0,0,1,63,5548,5548,44,26,9,238070.94999999998,68,42,26,144495.15,0.6176470588235294,0.38235294117647056
2024-05-19,Sunny,3,17,20,0,0,1,60,5522,5522,44,20,4,159971.78,38,26,12,98326.66,0.6842105263157895,0.3157894736842105
2024-05-20,Sunny,30,12,42,2,120,3,183,5480,5480,42,42,20,930142.4,301,162,139,487799.97000000003,0.5382059800664452,0.46179401993355484
2024-05-21,Sunny,29,13,42,1,60,3,188,5382,5382,42,42,18,899420.27,300,158,142,467021.03,0.5266666666666666,0.47333333333333333
2024-05-22,Sunny,27,15,42,2,125,3,183,5342,5342,41,42,20,792116.51,254,165,89,501570.44,0.6496062992125984,0.35039370078740156
2024-05-23,Sunny,29,13,42,0,0,4,242,5163,5163,45,42,20,903110.27,279,179,100,592792.17,0.6415770609318996,0.35842293906810035
2024-05-24,Sunny,21,18,39,0,0,3,182,5031,5031,47,39,18,712749.05,225,132,93,415110.92,0.5866666666666667,0.41333333333333333
2024-05-25,Sunny,7,18,25,0,0,1,64,4972,4972,48,25,8,282649.41000000003,90,59,31,179003.57,0.6555555555555556,0.34444444444444444
2024-05-26,Sunny,2,17,19,0,0,1,60,4945,4945,48,19,3,138834.06,31,27,4,122417.64,0.8709677419354839,0.12903225806451613
2024-05-27,Sunny,27,13,40,3,189,4,241,4996,4996,48,40,18,709913.76,236,138,98,408034.56,0.5847457627118644,0.4152542372881356
2024-05-28,Sunny,37,12,49,2,122,4,242,4919,4919,49,49,22,1060221.45,340,199,141,618059.98,0.5852941176470589,0.4147058823529412
2024-05-29,Sunny,26,15,41,2,123,3,180,4893,4893,48,41,18,716777.67,238,149,89,442983.65,0.6260504201680672,0.3739495798319328
2024-05-30,Sunny,26,14,40,1,62,2,122,4814,4814,52,40,18,802548.03,250,141,109,441340.42,0.564,0.436
2024-05-31,Sunny,25,16,41,0,0,1,61,4700,4700,56,41,19,820209.3,247,114,133,381699.32,0.46153846153846156,0.5384615384615384
2024-06-01,Sunny,8,16,24,0,0,0,0,4651,4651,56,24,8,320669.92,100,49,51,158190.4,0.49,0.51
2024-06-02,Sunny,2,17,19,2,121,0,0,4751,4751,55,19,3,163485.5,43,21,22,87070.04000000001,0.4883720930232558,0.5116279069767442
2024-06-03,Sunny,23,14,37,3,189,0,0,4841,4841,59,37,17,701734.49,222,99,123,307814.07,0.44594594594594594,0.5540540540540541
2024-06-04,Sunny,32,12,44,2,121,1,65,4813,4813,59,44,21,926870.39,291,149,142,459730.02,0.5120274914089347,0.4879725085910653
2024-06-05,Sunny,29,13,42,0,0,4,246,4667,4667,62,42,21,823340.5700000001,275,146,129,436262.63,0.5309090909090909,0.4690909090909091
2024-06-06,Sunny,29,13,42,4,248,2,122,4777,4777,60,42,18,826994.65,270,138,132,414512.93,0.5111111111111111,0.4888888888888889
2024-06-07,Sunny,23,18,41,1,60,1,64,4726,4726,62,41,17,712199.0599999999,224,111,113,366377.3,0.4955357142857143,0.5044642857142857
2024-06-08,Sunny,7,18,25,2,124,1,61,4818,4818,61,25,8,280354.96,76,32,44,128617.18000000001,0.42105263157894735,0.5789473684210527
2024-06-09,Sunny,2,20,22,1,61,0,0,4859,4859,60,22,3,170191.24,44,20,24,79689.78,0.45454545454545453,0.5454545454545454
2024-06-10,Sunny,30,12,42,3,185,1,62,4923,4923,62,42,22,799295.97,260,121,139,375715.77,0.4653846153846154,0.5346153846153846
2024-06-11,Sunny,28,13,41,1,61,3,184,4854,4854,62,41,20,775490.03,259,130,129,390586.60000000003,0.5019305019305019,0.4980694980694981
2024-06-12,Sunny,24,12,36,4,263,2,121,5001,5001,59,36,21,647464.58,204,116,88,368716.33,0.5686274509803921,0.43137254901960786
2024-06-13,Sunny,24,13,37,3,188,1,66,5080,5080,60,37,17,748781.96,236,109,127,363164.76,0.461864406779661,0.538135593220339
2024-06-14,Sunny,25,16,41,0,0,6,376,4970,4970,60,41,22,701166.22,225,110,115,336608.25,0.4888888888888889,0.5111111111111111
2024-06-15,Sunny,7,20,27,0,0,1,61,4919,4919,61,27,7,327942.8,86,51,35,190732.19,0.5930232558139535,0.4069767441860465
2024-06-16,Sunny,3,19,22,4,249,0,0,5142,5142,57,22,4,178183.19,49,26,23,88453.4,0.5306122448979592,0.46938775510204084
2024-06-17,Sunny,24,12,36,2,124,3,184,5134,5134,57,36,16,805601.28,253,132,121,422983.32,0.5217391304347826,0.4782608695652174
2024-06-18,Sunny,27,12,39,4,244,1,60,5235,5235,58,39,19,767755.91,254,143,111,423402.31,0.562992125984252,0.43700787401574803
2024-06-19,Sunny,27,13,40,2,124,0,0,5238,5238,58,40,16,731568.31,223,121,102,400453.98,0.5426008968609866,0.45739910313901344
2024-06-20,Sunny,31,15,46,2,129,4,246,5202,5202,57,46,20,939741.45,298,165,133,527266.37,0.5536912751677853,0.4463087248322148
2024-06-21,Sunny,24,17,41,1,61,4,246,5146,5146,58,41,15,773068.04,238,117,121,379972.29000000004,0.49159663865546216,0.5084033613445378
2024-06-22,Sunny,7,20,27,3,183,0,0,5292,5292,58,27,7,331991.2,102,37,65,131198.88,0.3627450980392157,0.6372549019607843
2024-06-23,Sunny,2,16,18,1,60,0,0,5329,5329,58,18,3,134516.72,34,23,11,84398.46,0.6764705882352942,0.3235294117647059
2024-06-24,Sunny,27,12,39,1,60,2,125,5260,5260,59,39,19,785488.32,239,129,110,415930.01,0.5397489539748954,0.4602510460251046
2024-06-25,Sunny,28,11,39,1,62,4,244,5203,5203,59,39,21,785373.77,253,119,134,361457.98,0.47035573122529645,0.5296442687747036
2024-06-26,Sunny,29,12,41,1,60,2,121,5125,5125,62,41,20,766576.3099999999,250,138,112,411034.79,0.552,0.448
2024-06-27,Sunny,27,15,42,3,182,2,123,5155,5155,61,42,19,948582.92,301,152,149,490759.2,0.5049833887043189,0.4950166112956811
2024-06-28,Sunny,22,16,38,0,0,1,63,5036,5036,63,38,15,760066.36,239,119,120,374255.95,0.497907949790795,0.502092050209205
2024-06-29,Sunny,8,22,30,1,60,1,60,5043,5043,63,30,8,359190.8,101,53,48,176125.01,0.5247524752475248,0.4752475247524752
2024-06-30,Sunny,2,17,19,2,121,1,61,5144,5144,62,19,3,122656.6,34,20,14,67358.85,0.5882352941176471,0.4117647058823529
2024-07-01,Sunny,23,11,34,4,242,2,126,5260,5260,60,34,16,732503.14,241,126,115,388894.35000000003,0.5228215767634855,0.47717842323651455
2024-07-02,Sunny,23,10,33,2,124,1,62,5273,5273,60,33,19,599862.01,190,111,79,367110.64,0.5842105263157895,0.41578947368421054
2024-07-03,Sunny,25,12,37,3,185,1,60,5310,5310,58,37,19,828159.9299999999,273,148,125,448259.12,0.5421245421245421,0.45787545787545786
2024-07-04,Sunny,26,10,36,1,61,0,0,5277,5277,57,36,18,705616.12,227,94,133,301679.22,0.41409691629955947,0.5859030837004405
2024-07-05,Sunny,23,13,36,0,0,2,125,5166,5166,59,36,16,578067.12,188,111,77,338346.68,0.5904255319148937,0.4095744680851064
2024-07-06,Sunny,7,18,25,0,0,1,61,5122,5122,61,25,8,288955.83,85,44,41,145626.84,0.5176470588235295,0.4823529411764706
2024-07-07,Sunny,2,15,17,3,186,0,0,5291,5291,60,17,2,128058.7,31,17,14,71414.42,0.5483870967741935,0.45161290322580644
2024-07-08,Sunny,25,12,37,1,61,2,121,5251,5251,60,37,16,620489.26,197,101,96,313328.16,0.5126903553299492,0.4873096446700508
2024-07-09,Sunny,28,13,41,0,0,1,61,5110,5110,61,41,22,850574.02,268,141,127,455381.19,0.5261194029850746,0.47388059701492535
2024-07-10,Sunny,27,11,38,6,370,1,60,5332,5332,61,38,19,788970.66,250,148,102,465396.5,0.592,0.408
2024-07-11,Sunny,23,12,35,6,365,1,61,5594,5594,59,35,20,587985.1,186,103,83,350273.02,0.553763440860215,0.44623655913978494
2024-07-12,Sunny,23,15,38,1,63,1,60,5554,5554,59,38,17,647577.13,208,103,105,324046.36,0.4951923076923077,0.5048076923076923
2024-07-13,Sunny,7,17,24,1,60,0,0,5578,5578,58,24,7,268397.2,72,36,36,146505.58000000002,0.5,0.5
2024-07-14,Sunny,2,14,16,3,183,0,0,5741,5741,56,16,3,159011.26,45,20,25,76016.76,0.4444444444444444,0.5555555555555556
2024-07-15,Sunny,20,12,32,3,188,1,60,5823,5823,53,32,17,492988.01,168,106,62,314820.03,0.6309523809523809,0.36904761904761907
2024-07-16,Sunny,24,13,37,3,183,2,120,5872,5872,51,37,18,729747.01,236,134,102,410555.7,0.5677966101694916,0.4322033898305085
2024-07-17,Sunny,26,12,38,4,242,1,60,5982,5982,55,38,16,724191.25,224,132,92,420522.10000000003,0.5892857142857143,0.4107142857142857
2024-07-18,Sunny,24,11,35,3,182,1,62,6009,6009,56,35,17,802328.76,251,155,96,502626.62,0.6175298804780877,0.38247011952191234
2024-07-19,Sunny,21,14,35,2,129,4,246,6025,6025,54,35,19,608210.63,191,113,78,356750.12,0.5916230366492147,0.4083769633507853
2024-07-20,Sunny,6,17,23,1,60,0,0,6058,6058,53,23,6,227322.46,63,27,36,107304.78,0.42857142857142855,0.5714285714285714
2024-07-21,Sunny,2,16,18,6,363,0,0,6401,6401,48,18,3,113921.64,29,20,9,72850.29000000001,0.6896551724137931,0.3103448275862069
2024-07-22,Sunny,24,11,35,4,242,1,64,6535,6535,46,35,21,656265.48,204,108,96,354608.33,0.5294117647058824,0.47058823529411764
2024-07-23,Sunny,27,10,37,3,180,2,120,6553,6553,44,37,19,809359.25,262,162,100,499751.32,0.6183206106870229,0.3816793893129771
2024-07-24,Sunny,29,12,41,2,122,2,125,6506,6506,42,41,23,896251.79,290,169,121,526627.91,0.5827586206896552,0.41724137931034483
2024-07-25,Sunny,25,13,38,1,61,2,120,6411,6411,42,38,18,735224.37,229,156,73,498607.16,0.6812227074235808,0.31877729257641924
2024-07-26,Sunny,18,14,32,0,0,3,189,6283,6283,43,32,16,633169.76,190,128,62,407457.88,0.6736842105263158,0.3263157894736842
2024-07-27,Sunny,6,18,24,0,0,0,0,6220,6220,44,24,7,273654.71,81,63,18,196618.42,0.7777777777777778,0.2222222222222222
2024-07-28,Sunny,2,15,17,0,0,0,0,6202,6202,45,17,3,115959.76,29,18,11,66469.58,0.6206896551724138,0.3793103448275862
2024-07-29,Sunny,25,12,37,0,0,1,66,6033,6033,45,37,18,857694.48,278,169,109,512620.22000000003,0.6079136690647482,0.3920863309352518
2024-07-30,Sunny,23,11,34,4,246,0,0,6165,6165,46,34,19,618425.92,200,114,86,347243.21,0.57,0.43
2024-07-31,Sunny,24,12,36,0,0,1,60,6048,6048,46,36,19,660178.09,212,117,95,360959.09,0.5518867924528302,0.4481132075471698
2024-08-01,Sunny,20,11,31,1,64,3,185,6000,6000,46,31,17,644894.82,201,112,89,356780.69,0.5572139303482587,0.4427860696517413
2024-08-02,Sunny,16,12,28,1,61,1,64,5978,5978,47,28,13,475998.27999999997,148,83,65,267859.1,0.5608108108108109,0.4391891891891892
2024-08-03,Sunny,6,16,22,0,0,2,122,5929,5929,48,22,7,294492.48,86,49,37,176568.81,0.5697674418604651,0.43023255813953487
2024-08-04,Sunny,2,14,16,1,62,1,62,5965,5965,48,16,3,146975.33000000002,36,26,10,106473.05,0.7222222222222222,0.2777777777777778
2024-08-05,Sunny,22,10,32,3,184,1,60,6001,6001,45,32,15,741626.57,244,148,96,444992.04,0.6065573770491803,0.39344262295081966
2024-08-06,Sunny,23,10,33,2,121,1,60,5978,5978,48,33,18,669816.75,225,144,81,425314.11,0.64,0.36
2024-08-07,Sunny,21,12,33,1,66,1,60,5942,5942,48,33,20,599956.03,186,102,84,333825.5,0.5483870967741935,0.45161290322580644
2024-08-08,Sunny,20,10,30,6,376,1,61,6179,6179,46,30,15,717137.94,214,139,75,463223.51,0.6495327102803738,0.35046728971962615
2024-08-09,Sunny,17,12,29,2,121,3,182,6208,6208,46,29,16,537673.02,164,92,72,297126.04,0.5609756097560976,0.43902439024390244
2024-08-10,Sunny,6,15,21,0,0,1,64,6160,6160,46,21,5,236145.38,68,48,20,170051.3,0.7058823529411765,0.29411764705882354
2024-08-11,Sunny,2,13,15,3,184,1,60,6325,6325,43,15,3,155789.74,37,19,18,83211.56,0.5135135135135135,0.4864864864864865
2024-08-12,Sunny,21,9,30,1,60,4,245,6268,6268,43,30,16,625948.02,197,117,80,373840.73,0.5939086294416244,0.40609137055837563
2024-08-13,Sunny,25,9,34,0,0,5,305,6114,6114,44,34,20,775491.77,246,154,92,478988.03,0.6260162601626016,0.37398373983739835
2024-08-14,Sunny,19,11,30,5,307,3,189,6301,6301,42,30,14,595482.36,180,120,60,393303.27,0.6666666666666666,0.3333333333333333
2024-08-15,Sunny,21,10,31,4,246,1,61,6415,6415,40,31,16,592778.69,193,132,61,397627.63,0.6839378238341969,0.3160621761658031
2024-08-16,Sunny,18,13,31,0,0,2,122,6312,6312,41,31,16,499347.7,158,103,55,321113.71,0.6518987341772152,0.34810126582278483
2024-08-17,Sunny,6,13,19,0,0,0,0,6266,6266,41,19,7,320350.68,96,46,50,153917.2,0.4791666666666667,0.5208333333333334
2024-08-18,Sunny,2,11,13,2,125,0,0,6382,6382,39,13,3,94871.5,24,9,15,37236.35,0.375,0.625
2024-08-19,Sunny,22,10,32,3,184,1,64,6475,6475,37,32,15,600806.52,186,91,95,289148.08,0.489247311827957,0.510752688172043
2024-08-20,Sunny,24,8,32,2,121,2,122,6442,6442,37,32,15,836262.59,259,154,105,510501.43,0.5945945945945946,0.40540540540540543
2024-08-21,Sunny,20,10,30,2,123,3,183,6447,6447,37,30,14,634825.34,198,118,80,366338.5,0.5959595959595959,0.40404040404040403
2024-08-22,Sunny,20,10,30,1,63,4,243,6414,6414,36,30,16,532780.85,169,96,73,311123.6,0.5680473372781065,0.4319526627218935
2024-08-23,Sunny,17,11,28,1,60,2,123,6381,6381,36,28,15,572399.5,171,93,78,318491.35,0.543859649122807,0.45614035087719296
2024-08-24,Sunny,6,15,21,0,0,0,0,6328,6328,37,21,7,240974.3,70,53,17,176075.0,0.7571428571428571,0.24285714285714285
2024-08-25,Sunny,2,15,17,2,126,0,0,6439,6439,35,17,3,103668.66,24,15,9,67818.14,0.625,0.375
