sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO100238,2022-01-17,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100239,2022-01-18,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,45623.94
SO100240,2022-01-18,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,17976.52
SO100241,2022-01-18,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,33054.2
SO100242,2022-01-18,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,13516.75
SO100243,2022-01-18,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,25165.04
SO100244,2022-01-18,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,28527.85
SO100245,2022-01-18,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,39839.04
SO100246,2022-01-18,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,23394.8
SO100247,2022-01-18,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,31388.5
SO100248,2022-01-18,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,38183.94
SO100249,2022-01-18,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32481.8
SO100250,2022-01-18,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,41719.6
SO100251,2022-01-18,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,19215.66
SO100252,2022-01-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100253,2022-01-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100254,2022-01-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100255,2022-01-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100256,2022-01-18,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100257,2022-01-19,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37053.88
SO100258,2022-01-19,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,12061.68
SO100259,2022-01-19,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,7190.14
SO100260,2022-01-19,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,13221.68
SO100261,2022-01-19,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,16004.52
SO100262,2022-01-19,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19216.9
SO100263,2022-01-19,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,37811.94
SO100264,2022-01-19,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,15373.52
SO100265,2022-01-19,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,44516.55
SO100266,2022-01-19,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,14256.9
SO100267,2022-01-19,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,14256.9
SO100268,2022-01-19,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,43542.2
SO100269,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100270,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100271,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100272,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100273,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100274,2022-01-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100275,2022-01-20,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,30374.42
SO100276,2022-01-20,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,45361.55
SO100277,2022-01-20,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,39376.2
SO100278,2022-01-20,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,34702.85
SO100279,2022-01-20,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,26443.36
SO100280,2022-01-20,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,19483.94
SO100281,2022-01-20,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21695.66
SO100282,2022-01-20,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,21819.66
SO100283,2022-01-20,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,38555.94
SO100284,2022-01-20,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,8930.26
SO100285,2022-01-20,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,41161.18
SO100286,2022-01-20,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24545.8
SO100287,2022-01-20,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,36820.56
SO100288,2022-01-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100289,2022-01-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100290,2022-01-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100291,2022-01-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100292,2022-01-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100293,2022-01-21,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,53293.88
SO100294,2022-01-21,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,34591.04
SO100295,2022-01-21,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,17626.78
SO100296,2022-01-21,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,12892.9
SO100297,2022-01-21,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,28759.94
SO100298,2022-01-21,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,29505.18
SO100299,2022-01-21,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,13048.26
SO100300,2022-01-21,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,63233.95
SO100301,2022-01-21,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,25409.15
SO100302,2022-01-21,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,42176.55
SO100303,2022-01-21,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,37108.5
SO100304,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO100305,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100306,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100307,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100308,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100309,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100310,2022-01-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100311,2022-01-22,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,31777.62
SO100312,2022-01-22,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,46140.9
SO100313,2022-01-22,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,28267.85
SO100314,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100315,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100316,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100317,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100318,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100319,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100320,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,11597.0
SO100321,2022-01-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100322,2022-01-23,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,24889.8
SO100323,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100324,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100325,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100326,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO100327,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12398.0
SO100328,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100329,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100330,2022-01-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100331,2022-01-24,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,23263.5
SO100332,2022-01-24,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24173.8
SO100333,2022-01-24,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,28142.42
SO100334,2022-01-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,53309.46
SO100335,2022-01-24,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,27164.8
SO100336,2022-01-24,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,18671.94
SO100337,2022-01-24,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,46623.3
SO100338,2022-01-24,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,23927.04
SO100339,2022-01-24,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,10910.14
SO100340,2022-01-24,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,31427.8
SO100341,2022-01-24,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,41869.04
SO100342,2022-01-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100343,2022-01-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100344,2022-01-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100345,2022-01-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9498.0
SO100346,2022-01-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100347,2022-01-25,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,45000.22
SO100348,2022-01-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,19485.1
SO100349,2022-01-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,40708.46
SO100350,2022-01-25,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,18910.45
SO100351,2022-01-25,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,25281.62
SO100352,2022-01-25,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,9546.14
SO100353,2022-01-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,13048.26
SO100354,2022-01-25,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,19959.66
SO100355,2022-01-25,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,43865.9
SO100356,2022-01-25,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,30746.42
SO100357,2022-01-25,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,17156.75
SO100358,2022-01-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100359,2022-01-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100360,2022-01-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100361,2022-01-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100362,2022-01-26,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19340.28
SO100363,2022-01-26,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32109.18
SO100364,2022-01-26,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,23679.66
SO100365,2022-01-26,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,22096.1
SO100366,2022-01-26,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,13884.28
SO100367,2022-01-26,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,28122.46
SO100368,2022-01-26,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,43145.04
SO100369,2022-01-26,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,26469.04
SO100370,2022-01-26,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,22151.94
SO100371,2022-01-26,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21260.42
SO100372,2022-01-26,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,30479.8
SO100373,2022-01-26,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,25278.5
SO100374,2022-01-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100375,2022-01-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100376,2022-01-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100377,2022-01-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100378,2022-01-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100379,2022-01-27,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,30502.78
SO100380,2022-01-27,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,23077.62
SO100381,2022-01-27,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,37317.18
SO100382,2022-01-27,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,18596.9
SO100383,2022-01-27,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,54551.94
SO100384,2022-01-27,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,32884.15
SO100385,2022-01-27,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,9358.05
SO100386,2022-01-27,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,18904.52
SO100387,2022-01-27,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,31582.85
SO100388,2022-01-27,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,33846.42
SO100389,2022-01-27,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20144.42
SO100390,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100391,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100392,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100393,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100394,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100395,2022-01-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100396,2022-01-28,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,36139.8
SO100397,2022-01-28,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,28267.04
SO100398,2022-01-28,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,30038.78
SO100399,2022-01-28,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,40942.85
SO100400,2022-01-28,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,39549.62
SO100401,2022-01-28,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,16984.28
SO100402,2022-01-28,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,21572.52
SO100403,2022-01-28,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,17976.9
SO100404,2022-01-28,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,50643.46
SO100405,2022-01-28,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,20412.52
SO100406,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100407,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100408,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100409,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100410,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100411,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100412,2022-01-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100413,2022-01-29,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,40417.18
SO100414,2022-01-29,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,12698.52
SO100415,2022-01-29,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,12149.52
SO100416,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100417,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6798.0
SO100418,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100419,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8498.0
SO100420,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100421,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO100422,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO100423,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO100424,2022-01-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO100425,2022-01-30,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24955.45
SO100426,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100427,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100428,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100429,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO100430,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO100431,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100432,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO100433,2022-01-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
